ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2022-02-13,11493.550558451627,15071.69827940742,17883.940089339176,11493.550558451627,11493.550558451627,5010.149022031103,5010.149022031103,5010.149022031103,5010.149022031103,5010.149022031103,5010.149022031103,0.0,0.0,0.0,16503.69958048273
2022-02-20,11512.852724234415,14782.786085040188,17663.744357037624,11512.852724234415,11512.852724234415,4735.132541151686,4735.132541151686,4735.132541151686,4735.132541151686,4735.132541151686,4735.132541151686,0.0,0.0,0.0,16247.985265386102
2022-02-27,11532.154890017204,13757.859194602617,16602.78163952571,11532.154890017204,11532.154890017204,3653.8273697293507,3653.8273697293507,3653.8273697293507,3653.8273697293507,3653.8273697293507,3653.8273697293507,0.0,0.0,0.0,15185.982259746554
2022-03-06,11551.457055799994,11893.714909282166,14694.099540716557,11551.457055799994,11551.457055799994,1726.5280373016676,1726.5280373016676,1726.5280373016676,1726.5280373016676,1726.5280373016676,1726.5280373016676,0.0,0.0,0.0,13277.985093101663
2022-03-13,11570.759221582784,9875.379299316684,12534.644364601414,11570.759221582784,11570.759221582784,-316.0260292412784,-316.0260292412784,-316.0260292412784,-316.0260292412784,-316.0260292412784,-316.0260292412784,0.0,0.0,0.0,11254.733192341506
2022-03-20,11590.061387365573,8704.266135465148,11483.722966012303,11590.061387365573,11590.061387365573,-1530.8578529488461,-1530.8578529488461,-1530.8578529488461,-1530.8578529488461,-1530.8578529488461,-1530.8578529488461,0.0,0.0,0.0,10059.203534416727
2022-03-27,11609.363553148363,8573.100286190675,11367.947592067716,11609.363553148363,11609.363553148363,-1591.875354636077,-1591.875354636077,-1591.875354636077,-1591.875354636077,-1591.875354636077,-1591.875354636077,0.0,0.0,0.0,10017.488198512287
2022-04-03,11628.66571893115,9308.294913272302,12073.413738762478,11628.66571893115,11628.66571893115,-1015.1174368724544,-1015.1174368724544,-1015.1174368724544,-1015.1174368724544,-1015.1174368724544,-1015.1174368724544,0.0,0.0,0.0,10613.548282058695
2022-04-10,11647.96788471394,9656.897327740422,12460.270686558624,11647.96788471394,11647.96788471394,-600.6634440933327,-600.6634440933327,-600.6634440933327,-600.6634440933327,-600.6634440933327,-600.6634440933327,0.0,0.0,0.0,11047.304440620608
2022-04-17,11667.270050496729,9509.722839724325,12312.99307919918,11667.270050496729,11667.270050496729,-754.5521595317398,-754.5521595317398,-754.5521595317398,-754.5521595317398,-754.5521595317398,-754.5521595317398,0.0,0.0,0.0,10912.717890964988
2022-04-24,11686.448409148754,8913.711105495831,11684.298761822247,11686.448409148754,11686.448409148754,-1368.7847922326382,-1368.7847922326382,-1368.7847922326382,-1368.7847922326382,-1368.7847922326382,-1368.7847922326382,0.0,0.0,0.0,10317.663616916116
2022-05-01,11705.626767800775,8048.8861515948565,10922.573657499874,11705.626767800775,11705.626767800775,-2198.5105782280693,-2198.5105782280693,-2198.5105782280693,-2198.5105782280693,-2198.5105782280693,-2198.5105782280693,0.0,0.0,0.0,9507.116189572705
2022-05-08,11724.805126452799,7165.625474525233,10145.246418668165,11724.805126452799,11724.805126452799,-3142.6673331912107,-3142.6673331912107,-3142.6673331912107,-3142.6673331912107,-3142.6673331912107,-3142.6673331912107,0.0,0.0,0.0,8582.137793261587
2022-05-15,11743.98348510482,6079.278372815694,8947.840400069794,11743.98348510482,11743.98348510482,-4117.5852190445175,-4117.5852190445175,-4117.5852190445175,-4117.5852190445175,-4117.5852190445175,-4117.5852190445175,0.0,0.0,0.0,7626.398266060302
2022-05-22,11763.161843756841,5453.999073987509,8295.640737938851,11763.161843756841,11763.161843756841,-4848.04507225473,-4848.04507225473,-4848.04507225473,-4848.04507225473,-4848.04507225473,-4848.04507225473,0.0,0.0,0.0,6915.116771502111
2022-05-29,11782.340202408866,5378.363938267664,8181.308670215326,11782.340202408866,11782.340202408866,-5013.620342797166,-5013.620342797166,-5013.620342797166,-5013.620342797166,-5013.620342797166,-5013.620342797166,0.0,0.0,0.0,6768.7198596117005
2022-06-05,11801.51856106089,5667.054902071759,8504.253806606728,11801.51856106089,11801.51856106089,-4647.359269613001,-4647.359269613001,-4647.359269613001,-4647.359269613001,-4647.359269613001,-4647.359269613001,0.0,0.0,0.0,7154.159291447889
2022-06-12,11820.696919712911,6305.840059478707,8996.788954665906,11820.696919712911,11820.696919712911,-4245.091843547589,-4245.091843547589,-4245.091843547589,-4245.091843547589,-4245.091843547589,-4245.091843547589,0.0,0.0,0.0,7575.605076165322
2022-06-19,11839.875278364932,6085.657137018104,9005.47041607734,11839.875278364932,11839.875278364932,-4334.933921027259,-4334.933921027259,-4334.933921027259,-4334.933921027259,-4334.933921027259,-4334.933921027259,0.0,0.0,0.0,7504.941357337673
2022-06-26,11858.835399863716,5515.2733337150585,8338.739029596807,11858.835399863716,11858.835399863716,-4937.181359927756,-4937.181359927756,-4937.181359927756,-4937.181359927756,-4937.181359927756,-4937.181359927756,0.0,0.0,0.0,6921.65403993596
2022-07-03,11877.795521362497,4926.9880524832115,7612.512080724416,11877.795521362497,11877.795521362497,-5535.03481135895,-5535.03481135895,-5535.03481135895,-5535.03481135895,-5535.03481135895,-5535.03481135895,0.0,0.0,0.0,6342.7607100035475
2022-07-10,11896.75564286128,4973.012981586922,7732.742901411568,11896.75564286128,11896.75564286128,-5599.740479595856,-5599.740479595856,-5599.740479595856,-5599.740479595856,-5599.740479595856,-5599.740479595856,0.0,0.0,0.0,6297.015163265424
2022-07-17,11915.715764360064,5438.056032459798,8328.526496367633,11915.715764360064,11915.715764360064,-5070.525564703046,-5070.525564703046,-5070.525564703046,-5070.525564703046,-5070.525564703046,-5070.525564703046,0.0,0.0,0.0,6845.190199657018
2022-07-24,11934.675885858846,6292.771721436613,9078.41547024361,11934.675885858846,11934.675885858846,-4275.979746736187,-4275.979746736187,-4275.979746736187,-4275.979746736187,-4275.979746736187,-4275.979746736187,0.0,0.0,0.0,7658.696139122659
2022-07-31,11953.636007357629,7013.672425944198,9850.38341769369,11953.636007357629,11953.636007357629,-3479.7032292058902,-3479.7032292058902,-3479.7032292058902,-3479.7032292058902,-3479.7032292058902,-3479.7032292058902,0.0,0.0,0.0,8473.932778151739
2022-08-07,11972.59612885641,7897.46433705579,10826.603007889518,11972.59612885641,11972.59612885641,-2659.257548243954,-2659.257548243954,-2659.257548243954,-2659.257548243954,-2659.257548243954,-2659.257548243954,0.0,0.0,0.0,9313.338580612457
2022-08-14,11991.556250355194,8760.032109940923,11662.053479578959,11991.556250355194,11991.556250355194,-1763.7107494165,-1763.7107494165,-1763.7107494165,-1763.7107494165,-1763.7107494165,-1763.7107494165,0.0,0.0,0.0,10227.845500938694
2022-08-21,12010.516371853975,9609.577262202241,12503.489210944861,12010.516371853975,12010.516371853975,-1033.7590903010787,-1033.7590903010787,-1033.7590903010787,-1033.7590903010787,-1033.7590903010787,-1033.7590903010787,0.0,0.0,0.0,10976.757281552897
2022-08-28,12029.349229540561,9680.536333814187,12698.447961676773,12029.349229540561,12029.349229540561,-872.3330990984429,-872.3330990984429,-872.3330990984429,-872.3330990984429,-872.3330990984429,-872.3330990984429,0.0,0.0,0.0,11157.016130442118
2022-09-04,12048.18208722715,9245.551399477947,12014.958765883222,12048.18208722715,12048.18208722715,-1349.4026308079765,-1349.4026308079765,-1349.4026308079765,-1349.4026308079765,-1349.4026308079765,-1349.4026308079765,0.0,0.0,0.0,10698.779456419172
2022-09-11,12067.014944913735,8635.959989645205,11539.709736600165,12067.014944913735,12067.014944913735,-1945.952027388163,-1945.952027388163,-1945.952027388163,-1945.952027388163,-1945.952027388163,-1945.952027388163,0.0,0.0,0.0,10121.062917525573
2022-09-18,12085.847802600321,8782.129445449567,11687.719822378542,12085.847802600321,12085.847802600321,-1911.7988821685874,-1911.7988821685874,-1911.7988821685874,-1911.7988821685874,-1911.7988821685874,-1911.7988821685874,0.0,0.0,0.0,10174.048920431735
2022-09-25,12104.680660286911,9782.140446128029,12577.233310095004,12104.680660286911,12104.680660286911,-902.0414862161679,-902.0414862161679,-902.0414862161679,-902.0414862161679,-902.0414862161679,-902.0414862161679,0.0,0.0,0.0,11202.639174070744
2022-10-02,12123.513517973497,11552.185764252388,14323.27175828666,12123.513517973497,12123.513517973497,763.2728817648459,763.2728817648459,763.2728817648459,763.2728817648459,763.2728817648459,763.2728817648459,0.0,0.0,0.0,12886.786399738343
2022-10-09,12142.346375660083,13206.42585145569,15989.452564478677,12142.346375660083,12142.346375660083,2430.94606932205,2430.94606932205,2430.94606932205,2430.94606932205,2430.94606932205,2430.94606932205,0.0,0.0,0.0,14573.292444982133
2022-10-16,12161.179233346673,14357.364755419268,17187.932401047703,12161.179233346673,12161.179233346673,3617.2715885406787,3617.2715885406787,3617.2715885406787,3617.2715885406787,3617.2715885406787,3617.2715885406787,0.0,0.0,0.0,15778.450821887353
2022-10-23,12180.012091033259,14908.573943955567,17808.61669620122,12180.012091033259,12180.012091033259,4186.874372139604,4186.874372139604,4186.874372139604,4186.874372139604,4186.874372139604,4186.874372139604,0.0,0.0,0.0,16366.886463172863
2022-10-30,12198.844948719845,14983.21445982645,17776.124937363995,12198.844948719845,12198.844948719845,4201.56229041081,4201.56229041081,4201.56229041081,4201.56229041081,4201.56229041081,4201.56229041081,0.0,0.0,0.0,16400.407239130654
2022-11-06,12217.54357951051,14621.185276711722,17440.41383008768,12217.54357951051,12217.54357951051,3795.4927318211635,3795.4927318211635,3795.4927318211635,3795.4927318211635,3795.4927318211635,3795.4927318211635,0.0,0.0,0.0,16013.036311331673
2022-11-13,12236.242210301172,14015.31950445243,16993.72258796205,12236.242210301172,12236.242210301172,3232.0281637043477,3232.0281637043477,3232.0281637043477,3232.0281637043477,3232.0281637043477,3232.0281637043477,0.0,0.0,0.0,15468.27037400552
2022-11-20,12254.940841091839,13640.906315092803,16519.572700005447,12254.940841091839,12254.940841091839,2901.187846689633,2901.187846689633,2901.187846689633,2901.187846689633,2901.187846689633,2901.187846689633,0.0,0.0,0.0,15156.128687781471
2022-11-27,12273.6394718825,13951.49937817159,16646.01535892146,12273.6394718825,12273.6394718825,3048.1935758286454,3048.1935758286454,3048.1935758286454,3048.1935758286454,3048.1935758286454,3048.1935758286454,0.0,0.0,0.0,15321.833047711145
2022-12-04,12292.338102673166,14262.01183034788,17150.419059814736,12292.338102673166,12292.338102673166,3472.030947239685,3472.030947239685,3472.030947239685,3472.030947239685,3472.030947239685,3472.030947239685,0.0,0.0,0.0,15764.36904991285
2022-12-11,12311.036733463827,14553.560847116325,17344.25508804202,12311.036733463827,12311.036733463827,3640.3174288460405,3640.3174288460405,3640.3174288460405,3640.3174288460405,3640.3174288460405,3640.3174288460405,0.0,0.0,0.0,15951.354162309868
2022-12-18,12329.735364254493,14033.05041303101,16999.65746004034,12329.735364254493,12329.735364254493,3237.5005015998886,3237.5005015998886,3237.5005015998886,3237.5005015998886,3237.5005015998886,3237.5005015998886,0.0,0.0,0.0,15567.235865854382
2022-12-25,12348.433995045154,13416.956625825344,16348.663575002829,12348.433995045154,12348.433995045154,2575.7084245466253,2575.7084245466253,2575.7084245466253,2575.7084245466253,2575.7084245466253,2575.7084245466253,0.0,0.0,0.0,14924.142419591779
2023-01-01,12367.13262583582,13282.639093137246,16103.230362665363,12367.13262583582,12367.13262583582,2344.699690455661,2344.699690455661,2344.699690455661,2344.699690455661,2344.699690455661,2344.699690455661,0.0,0.0,0.0,14711.832316291482
2023-01-08,12385.670041385854,13829.851066132513,16802.79359668683,12385.670041385854,12385.670041385854,2909.7157870135793,2909.7157870135793,2909.7157870135793,2909.7157870135793,2909.7157870135793,2909.7157870135793,0.0,0.0,0.0,15295.385828399434
2023-01-15,12404.207456935894,14760.69776216759,17740.07766509785,12404.207456935894,12404.207456935894,3929.678191735642,3929.678191735642,3929.678191735642,3929.678191735642,3929.678191735642,3929.678191735642,0.0,0.0,0.0,16333.885648671536
2023-01-22,12422.74487248593,15777.003660726603,18561.36150336534,12422.74487248593,12422.74487248593,4733.786112035039,4733.786112035039,4733.786112035039,4733.786112035039,4733.786112035039,4733.786112035039,0.0,0.0,0.0,17156.53098452097
2023-01-29,12441.282288035965,16012.103898257425,18901.36405682473,12441.282288035965,12441.282288035965,5012.467253205841,5012.467253205841,5012.467253205841,5012.467253205841,5012.467253205841,5012.467253205841,0.0,0.0,0.0,17453.749541241807
2023-02-05,12459.819703586003,16046.66543498611,18947.55100362819,12459.819703586003,12459.819703586003,5009.191911117219,5009.191911117219,5009.191911117219,5009.191911117219,5009.191911117219,5009.191911117219,0.0,0.0,0.0,17469.011614703224
2023-02-12,12478.357119136039,16004.65183582462,18879.033291462085,12478.357119136039,12478.357119136039,5014.702580389437,5014.702580389437,5014.702580389437,5014.702580389437,5014.702580389437,5014.702580389437,0.0,0.0,0.0,17493.059699525475
2023-02-19,12496.894534686076,15829.571549822727,18709.913042917422,12496.894534686076,12496.894534686076,4830.531915569994,4830.531915569994,4830.531915569994,4830.531915569994,4830.531915569994,4830.531915569994,0.0,0.0,0.0,17327.42645025607
2023-02-26,12515.431950236112,15077.03640926772,17853.473677499824,12515.431950236112,12515.431950236112,3918.680321444558,3918.680321444558,3918.680321444558,3918.680321444558,3918.680321444558,3918.680321444558,0.0,0.0,0.0,16434.11227168067
2023-03-05,12533.96936578615,13272.488116049013,16120.534578578165,12533.96936578615,12533.96936578615,2108.082223940395,2108.082223940395,2108.082223940395,2108.082223940395,2108.082223940395,2108.082223940395,0.0,0.0,0.0,14642.051589726545
2023-03-12,12552.477762218168,11250.873420150643,13928.778191867266,12552.477762218168,12552.477762218168,11.080927634560462,11.080927634560462,11.080927634560462,11.080927634560462,11.080927634560462,11.080927634560462,0.0,0.0,0.0,12563.558689852729
2023-03-19,12570.986158650183,9661.154719244569,12496.080467537613,12570.986158650183,12570.986158650183,-1401.417272259475,-1401.417272259475,-1401.417272259475,-1401.417272259475,-1401.417272259475,-1401.417272259475,0.0,0.0,0.0,11169.568886390707
2023-03-26,12589.494555082198,9627.494796475898,12429.680313071562,12589.494555082198,12589.494555082198,-1650.979757889581,-1650.979757889581,-1650.979757889581,-1650.979757889581,-1650.979757889581,-1650.979757889581,0.0,0.0,0.0,10938.514797192616
2023-04-02,12608.002951514214,10140.526030860055,12863.2790938992,12608.002951514214,12608.002951514214,-1126.963965156686,-1126.963965156686,-1126.963965156686,-1126.963965156686,-1126.963965156686,-1126.963965156686,0.0,0.0,0.0,11481.038986357527
2023-04-09,12626.511347946229,10574.782604473257,13309.096613200518,12626.511347946229,12626.511347946229,-636.7114555824683,-636.7114555824683,-636.7114555824683,-636.7114555824683,-636.7114555824683,-636.7114555824683,0.0,0.0,0.0,11989.79989236376
2023-04-16,12645.019744378244,10567.433032810137,13360.472944961095,12645.019744378244,12645.019744378244,-685.720438434791,-685.720438434791,-685.720438434791,-685.720438434791,-685.720438434791,-685.720438434791,0.0,0.0,0.0,11959.299305943452
2023-04-23,12663.528140810262,9945.715909358418,12868.279202109092,12663.528140810262,12663.528140810262,-1237.6415459164548,-1237.6415459164548,-1237.6415459164548,-1237.6415459164548,-1237.6415459164548,-1237.6415459164548,0.0,0.0,0.0,11425.886594893807
2023-04-30,12682.036537242277,9199.667273780002,12002.019806238251,12682.036537242277,12682.036537242277,-2040.906075861207,-2040.906075861207,-2040.906075861207,-2040.906075861207,-2040.906075861207,-2040.906075861207,0.0,0.0,0.0,10641.13046138107
2023-05-07,12700.544933674291,8252.257399267366,11224.55009711396,12700.544933674291,12700.544933674291,-2967.459382023091,-2967.459382023091,-2967.459382023091,-2967.459382023091,-2967.459382023091,-2967.459382023091,0.0,0.0,0.0,9733.0855516512
2023-05-14,12718.99353902941,7434.7997105806735,10197.199885661379,12718.99353902941,12718.99353902941,-3950.845318621428,-3950.845318621428,-3950.845318621428,-3950.845318621428,-3950.845318621428,-3950.845318621428,0.0,0.0,0.0,8768.148220407982
2023-05-21,12737.442144384531,6655.038360897702,9326.044494817585,12737.442144384531,12737.442144384531,-4752.227916582042,-4752.227916582042,-4752.227916582042,-4752.227916582042,-4752.227916582042,-4752.227916582042,0.0,0.0,0.0,7985.214227802489
2023-05-28,12755.890749739652,6297.769413832358,9158.644841466177,12755.890749739652,12755.890749739652,-5031.011102536215,-5031.011102536215,-5031.011102536215,-5031.011102536215,-5031.011102536215,-5031.011102536215,0.0,0.0,0.0,7724.879647203437
2023-06-04,12774.339355094773,6522.433152664998,9418.221200824002,12774.339355094773,12774.339355094773,-4733.742865053354,-4733.742865053354,-4733.742865053354,-4733.742865053354,-4733.742865053354,-4733.742865053354,0.0,0.0,0.0,8040.596490041419
2023-06-11,12792.787960449892,7118.2028075217795,9891.25802367184,12792.787960449892,12792.787960449892,-4291.686602044806,-4291.686602044806,-4291.686602044806,-4291.686602044806,-4291.686602044806,-4291.686602044806,0.0,0.0,0.0,8501.101358405085
2023-06-18,12811.236565805013,7230.173405332301,10056.107145881102,12811.236565805013,12811.236565805013,-4273.082723082181,-4273.082723082181,-4273.082723082181,-4273.082723082181,-4273.082723082181,-4273.082723082181,0.0,0.0,0.0,8538.153842722833
2023-06-25,12829.685171160134,6652.078979036723,9443.71093934029,12829.685171160134,12829.685171160134,-4811.09488337795,-4811.09488337795,-4811.09488337795,-4811.09488337795,-4811.09488337795,-4811.09488337795,0.0,0.0,0.0,8018.590287782184
2023-07-02,12848.133776515255,5962.705610034103,8786.71551006969,12848.133776515255,12848.133776515255,-5456.7506094183245,-5456.7506094183245,-5456.7506094183245,-5456.7506094183245,-5456.7506094183245,-5456.7506094183245,0.0,0.0,0.0,7391.38316709693
2023-07-09,12866.582381870372,5736.532630696889,8553.681291536386,12866.582381870372,12866.582381870372,-5637.233889348616,-5637.233889348616,-5637.233889348616,-5637.233889348616,-5637.233889348616,-5637.233889348616,0.0,0.0,0.0,7229.348492521756
2023-07-16,12884.989943511127,6194.956702364545,9147.974047893005,12884.989943511127,12884.989943511127,-5195.815176534072,-5195.815176534072,-5195.815176534072,-5195.815176534072,-5195.815176534072,-5195.815176534072,0.0,0.0,0.0,7689.174766977056
2023-07-23,12903.397505151883,6997.259467764342,9939.39046160065,12903.397505151883,12903.397505151883,-4421.676089176302,-4421.676089176302,-4421.676089176302,-4421.676089176302,-4421.676089176302,-4421.676089176302,0.0,0.0,0.0,8481.72141597558
2023-07-30,12921.805066792636,7871.292414571673,10769.744561348369,12921.805066792636,12921.805066792636,-3620.202823733175,-3620.202823733175,-3620.202823733175,-3620.202823733175,-3620.202823733175,-3620.202823733175,0.0,0.0,0.0,9301.60224305946
2023-08-06,12940.212628433392,8727.796874680836,11528.208730598544,12940.212628433392,12940.212628433392,-2812.6097734992245,-2812.6097734992245,-2812.6097734992245,-2812.6097734992245,-2812.6097734992245,-2812.6097734992245,0.0,0.0,0.0,10127.602854934168
2023-08-13,12958.620190074143,9755.43394832108,12466.59976186174,12958.620190074143,12958.620190074143,-1922.8305819205077,-1922.8305819205077,-1922.8305819205077,-1922.8305819205077,-1922.8305819205077,-1922.8305819205077,0.0,0.0,0.0,11035.789608153636
2023-08-20,12977.027751714899,10447.72072442182,13345.018439891575,12977.027751714899,12977.027751714899,-1132.6797102125147,-1132.6797102125147,-1132.6797102125147,-1132.6797102125147,-1132.6797102125147,-1132.6797102125147,0.0,0.0,0.0,11844.348041502384
2023-08-27,12995.435313355654,10825.51620097417,13551.0573277256,12995.435313355654,12995.435313355654,-848.4975978730675,-848.4975978730675,-848.4975978730675,-848.4975978730675,-848.4975978730675,-848.4975978730675,0.0,0.0,0.0,12146.937715482587
2023-09-03,13013.842874996408,10300.978722299204,13156.441153385558,13013.842874996408,13013.842874996408,-1233.8548200997059,-1233.8548200997059,-1233.8548200997059,-1233.8548200997059,-1233.8548200997059,-1233.8548200997059,0.0,0.0,0.0,11779.988054896701
2023-09-10,13032.250436637165,9729.450664170117,12550.081072010411,13032.250436637165,13032.250436637165,-1866.0345975184011,-1866.0345975184011,-1866.0345975184011,-1866.0345975184011,-1866.0345975184011,-1866.0345975184011,0.0,0.0,0.0,11166.215839118764
2023-09-17,13050.425332704364,9763.51755769198,12468.848878315503,13050.425332704364,13050.425332704364,-1988.5214636895228,-1988.5214636895228,-1988.5214636895228,-1988.5214636895228,-1988.5214636895228,-1988.5214636895228,0.0,0.0,0.0,11061.90386901484
2023-09-24,13068.600228771566,10619.402620216473,13422.913799524784,13068.600228771566,13068.600228771566,-1147.155967902852,-1147.155967902852,-1147.155967902852,-1147.155967902852,-1147.155967902852,-1147.155967902852,0.0,0.0,0.0,11921.444260868713
2023-10-01,13086.775124838765,12140.340183092341,14991.310347381852,13086.775124838765,13086.775124838765,446.7216979332517,446.7216979332517,446.7216979332517,446.7216979332517,446.7216979332517,446.7216979332517,0.0,0.0,0.0,13533.496822772016
2023-10-08,13104.950020905966,13760.28785221335,16633.44575854594,13104.950020905966,13104.950020905966,2159.290306162005,2159.290306162005,2159.290306162005,2159.290306162005,2159.290306162005,2159.290306162005,0.0,0.0,0.0,15264.240327067972
2023-10-15,13123.124916973167,15155.189520905544,17931.95410022247,13123.124916973167,13123.124916973167,3450.6096211898434,3450.6096211898434,3450.6096211898434,3450.6096211898434,3450.6096211898434,3450.6096211898434,0.0,0.0,0.0,16573.73453816301
2023-10-22,13141.299813040368,15816.06138614016,18714.5980786596,13141.299813040368,13141.299813040368,4128.727348558674,4128.727348558674,4128.727348558674,4128.727348558674,4128.727348558674,4128.727348558674,0.0,0.0,0.0,17270.027161599042
2023-10-29,13159.474709107566,15905.57045027263,18827.457345874293,13159.474709107566,13159.474709107566,4234.745650076842,4234.745650076842,4234.745650076842,4234.745650076842,4234.745650076842,4234.745650076842,0.0,0.0,0.0,17394.220359184408
2023-11-05,13177.649605174767,15563.695473097077,18449.95761010928,13177.649605174767,13177.649605174767,3889.495371197519,3889.495371197519,3889.495371197519,3889.495371197519,3889.495371197519,3889.495371197519,0.0,0.0,0.0,17067.144976372285
2023-11-12,13195.824501241968,15167.321381843547,17950.080914815277,13195.824501241968,13195.824501241968,3327.1344050661432,3327.1344050661432,3327.1344050661432,3327.1344050661432,3327.1344050661432,3327.1344050661432,0.0,0.0,0.0,16522.95890630811
2023-11-19,13213.999397309166,14884.0757304221,17508.613027785894,13213.999397309166,13213.999397309166,2927.494213096649,2927.494213096649,2927.494213096649,2927.494213096649,2927.494213096649,2927.494213096649,0.0,0.0,0.0,16141.493610405814
2023-11-26,13232.142304409099,14783.11193817449,17559.49109047507,13232.142304409099,13232.142304409099,2989.2802906620595,2989.2802906620595,2989.2802906620595,2989.2802906620595,2989.2802906620595,2989.2802906620595,0.0,0.0,0.0,16221.422595071159
2023-12-03,13250.285211509032,15340.77952955182,18055.295288204106,13250.285211509032,13250.285211509032,3398.9099993439236,3398.9099993439236,3398.9099993439236,3398.9099993439236,3398.9099993439236,3398.9099993439236,0.0,0.0,0.0,16649.195210852955
2023-12-10,13268.428118608965,15379.091388611241,18376.842034072455,13268.428118608965,13268.428118608965,3650.400327147391,3650.400327147391,3650.400327147391,3650.400327147391,3650.400327147391,3650.400327147391,0.0,0.0,0.0,16918.828445756357
2023-12-17,13286.571025708898,15219.024547114497,17968.787730631957,13286.571025708898,13286.571025708898,3345.792399506645,3345.792399506645,3345.792399506645,3345.792399506645,3345.792399506645,3345.792399506645,0.0,0.0,0.0,16632.363425215543
2023-12-24,13304.713932808827,14609.006732228028,17467.05780909765,13304.713932808827,13304.713932808827,2682.0835568158814,2682.0835568158814,2682.0835568158814,2682.0835568158814,2682.0835568158814,2682.0835568158814,0.0,0.0,0.0,15986.797489624709
2023-12-31,13322.85683990876,14205.065219811819,17057.046242446362,13322.85683990876,13322.85683990876,2329.008246321299,2329.008246321299,2329.008246321299,2329.008246321299,2329.008246321299,2329.008246321299,0.0,0.0,0.0,15651.865086230058
2024-01-07,13340.999747008693,14629.110581358806,17548.831833186552,13340.999747008693,13340.999747008693,2757.268305481422,2757.268305481422,2757.268305481422,2757.268305481422,2757.268305481422,2757.268305481422,0.0,0.0,0.0,16098.268052490115
2024-01-14,13359.142654108624,15694.425960530973,18529.196966736974,13359.142654108624,13359.142654108624,3745.3039312532187,3745.3039312532187,3745.3039312532187,3745.3039312532187,3745.3039312532187,3745.3039312532187,0.0,0.0,0.0,17104.446585361842
2024-01-21,13377.285561208557,16530.899151160804,19412.69307826586,13377.285561208557,13377.285561208557,4628.205675101702,4628.205675101702,4628.205675101702,4628.205675101702,4628.205675101702,4628.205675101702,0.0,0.0,0.0,18005.49123631026
2024-01-28,13395.307153706606,16997.602884903754,19803.948397157925,13395.307153706606,13395.307153706606,4995.15523144519,4995.15523144519,4995.15523144519,4995.15523144519,4995.15523144519,4995.15523144519,0.0,0.0,0.0,18390.462385151797
2024-02-04,13413.32874620466,16991.212941232414,19954.493632512407,13413.32874620466,13413.32874620466,5012.847101762277,5012.847101762277,5012.847101762277,5012.847101762277,5012.847101762277,5012.847101762277,0.0,0.0,0.0,18426.175847966937
2024-02-11,13431.350338702709,16970.768894170422,19841.529997408114,13431.350338702709,13431.350338702709,5014.320837997042,5014.320837997042,5014.320837997042,5014.320837997042,5014.320837997042,5014.320837997042,0.0,0.0,0.0,18445.67117669975
2024-02-18,13449.37193120076,17016.098531337986,19755.383509769166,13449.37193120076,13449.37193120076,4901.6641147298415,4901.6641147298415,4901.6641147298415,4901.6641147298415,4901.6641147298415,4901.6641147298415,0.0,0.0,0.0,18351.036045930603
2024-02-25,13467.393523698809,16149.835346685211,19141.66473016498,13467.393523698809,13467.393523698809,4152.505412967794,4152.505412967794,4152.505412967794,4152.505412967794,4152.505412967794,4152.505412967794,0.0,0.0,0.0,17619.898936666603
2024-03-03,13485.415116196862,14525.498845054202,17293.547771287635,13485.415116196862,13485.415116196862,2479.402687257819,2479.402687257819,2479.402687257819,2479.402687257819,2479.402687257819,2479.402687257819,0.0,0.0,0.0,15964.81780345468
2024-03-10,13503.436708694911,12421.520684302846,15223.148372909127,13503.436708694911,13503.436708694911,361.4828481284,361.4828481284,361.4828481284,361.4828481284,361.4828481284,361.4828481284,0.0,0.0,0.0,13864.919556823312
2024-03-17,13521.458301192963,10761.876090658607,13782.132942236238,13521.458301192963,13521.458301192963,-1232.3173719604765,-1232.3173719604765,-1232.3173719604765,-1232.3173719604765,-1232.3173719604765,-1232.3173719604765,0.0,0.0,0.0,12289.140929232486
2024-03-24,13539.479893691012,10503.216088800906,13298.38823167115,13539.479893691012,13539.479893691012,-1684.237021409589,-1684.237021409589,-1684.237021409589,-1684.237021409589,-1684.237021409589,-1684.237021409589,0.0,0.0,0.0,11855.242872281422
2024-03-31,13557.501485514229,10878.402059467184,13813.352747629386,13557.501485514229,13557.501485514229,-1240.8743712166463,-1240.8743712166463,-1240.8743712166463,-1240.8743712166463,-1240.8743712166463,-1240.8743712166463,0.0,0.0,0.0,12316.627114297582
2024-04-07,13575.523077337446,11408.992895575802,14255.82126173545,13575.523077337446,13575.523077337446,-691.5866228905768,-691.5866228905768,-691.5866228905768,-691.5866228905768,-691.5866228905768,-691.5866228905768,0.0,0.0,0.0,12883.93645444687
2024-04-14,13593.544669160665,11544.36345476793,14452.320122220926,13593.544669160665,13593.544669160665,-633.471672686302,-633.471672686302,-633.471672686302,-633.471672686302,-633.471672686302,-633.471672686302,0.0,0.0,0.0,12960.072996474362
2024-04-21,13611.566260983884,11104.424557008773,13971.964958819795,13611.566260983884,13611.566260983884,-1114.0124928607233,-1114.0124928607233,-1114.0124928607233,-1114.0124928607233,-1114.0124928607233,-1114.0124928607233,0.0,0.0,0.0,12497.55376812316
